location,Latitude,Longitude
"Barsha Heights (Tecom), Dubai",25.096962,55.1775999
"Dubai International Airport Road, Al Garhoud, Dubai",25.2531745,55.3656728
"Picadilly Green, DAMAC Hills, Dubai",25.0292369,55.2527796
"Safi 1, Safi Apartments, Town Square, Dubai",25.0002811,55.2922053
"Falcon Tower, Business Bay, Dubai",25.1934839,55.2632585
"Al Warqaa, Dubai",25.1874594,55.4056356
"Al Rawda 1, Al Rawda, Ajman",25.3892975,55.5219571
"Al Wahdah Street (Delma Street), Al Wahdah, Abu Dhabi",24.4689472,54.3771614
"Al Shafar Tower, Barsha Heights (Tecom), Dubai",25.0984482,55.1741736
"Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",24.480475,54.4082278
"Al Majaz 3, Al Majaz, Sharjah",25.3329852,55.3738128
"Burj Al Nujoom, Downtown Dubai, Dubai",25.1910236,55.2822663
"Movenpick Hotel Apartments Downtown, Downtown Dubai, Dubai",25.1944179,55.2835682
"Bayt Al Muteena 02, Al Muteena, Deira, Dubai",25.2714125,55.3232969
"Crystal Palace, JVC District 10, Jumeirah Village Circle (JVC), Dubai",25.065054,55.2057745
"Airport Road Area, Al Garhoud, Dubai",25.2476496,55.3524554
"Madison Residency, Barsha Heights (Tecom), Dubai",25.1003771,55.1750182
"Al Yasmeen, Ajman",25.3714642,55.5718564
"Panoramic, Dubai Marina, Dubai",25.0700145,55.1278871
"Wasl Green Park, Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai",25.1810588,55.3749618
"Al Nahda (Dubai), Dubai",25.2925081,55.3724294
"Z-02, England Cluster, International City, Dubai",25.1744587,55.4049593
"Sun Tower, Shams Gate District, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",24.4962001,54.4068176
"Maple, Dubai Hills Estate, Dubai",25.1057648,55.2553085
"Al Yash, Sharjah",25.3418107,55.4651618
"Bloom Marina, Al Bateen, Abu Dhabi",24.4514413,54.3355073
"Aldhay, Bloom Gardens, Al Salam Street, Abu Dhabi",24.4327702,54.4615832
"Sigma Tower 1, Sigma Towers, City of Lights, Al Reem Island, Abu Dhabi",24.4993383,54.40443
"P-14, France Cluster, International City, Dubai",25.1609303,55.4007923
"Al Bandar, Al Raha Beach, Abu Dhabi",24.4511944,54.5995572
"Dasman, Sharjah",25.350717,55.4208594
"Pixel Building, Al Souk Al Kabeer, Bur Dubai, Dubai",25.2601204,55.2867793
"Al Ramth 43, Al Ramth, Remraam, Dubai",25.0022766,55.2563971
"Shakespeare Circus 1, Shakespeare Circus, Uptown Motor City, Motor City, Dubai",25.0453158,55.2496596
"Tourist Club Area (TCA), Abu Dhabi",24.5003522,54.3782985
"Vida Residence 1, Vida Residence (The Hills), The Hills, Dubai",25.2048493,55.2707828
"Electra Street, Abu Dhabi",24.4878958,54.3644477
"Al Khabisi, Al Ain",24.2310543,55.7000403
"Wasl Hub, Al Karama, Dubai",25.2398035,55.3022428
"Al Wifaq Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",24.501752,54.4090824
"Al Refaa, Ras Al Khaimah",25.7078485,55.8334076
"RMT Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",25.0617417,55.2123317
"Corniche Area, Abu Dhabi",24.453884,54.3773438
"Mohamed Bin Zayed Centre, Mohammed Bin Zayed City, Abu Dhabi",24.3312054,54.5551567
"Cedre Villas, Dubai Silicon Oasis, Dubai",25.1266344,55.3959492
"Farhad Azizi Residence, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",25.2089375,55.3153125
"O2 Tower, JVC District 14, Jumeirah Village Circle (JVC), Dubai",25.0466655,55.2053
"Lootah Al Musalla, Al Musalla, Sharjah",25.35701,55.3959492
"Icon Tower 1, JLT Cluster M, Jumeirah Lake Towers (JLT), Dubai",25.0650726,55.138815
"Sydney Villas, JVC District 15, Jumeirah Village Circle (JVC), Dubai",25.0560589,55.1993201
"Al Mutarad, Al Ain",24.2238355,55.7379706
"Rosewood Abu Dhabi, Al Maryah Island, Abu Dhabi",24.4995218,54.3876112
"Al Majaz 1, Al Majaz, Sharjah",25.3375106,55.3883392
"Fairmont Marina Residences, The Marina, Abu Dhabi",24.4804777,54.3215206
"Luluat Al Raha, Al Raha Beach, Abu Dhabi",24.442461,54.5699539
"Zone 1, Mohammed Bin Zayed City, Abu Dhabi",24.3477446,54.553266
"Mirador, Arabian Ranches, Dubai",25.0558509,55.2853235
"Zone 27, Mohammed Bin Zayed City, Abu Dhabi",24.3270938,54.5315985
"Al Wahaibi Building, Al Sufouh 1, Al Sufouh, Dubai",25.1105188,55.1802741
"Al Ruwaikah, Al Muwaiji, Al Ain",24.2000083,55.7036706
"Al Karama, Dubai",25.2489204,55.3060551
"Al Rashidiya 3, Al Rashidiya, Ajman",25.3961921,55.4457768
"Al Qasimia, Sharjah",25.3459198,55.3931818
"Al Reef Tower 2, Al Reef Tower, Al Nahda (Sharjah), Sharjah",25.3012405,55.3674502
"Baniyas, Abu Dhabi",24.453884,54.3773438
"Bayt Al Muteena 04, Al Muteena, Deira, Dubai",25.2753625,55.3269531
"Avani Palm View Dubai Hotel & Suites, Dubai Media City, Dubai",25.0980346,55.1570546
"Blue Tower, Sheikh Zayed Road, Dubai",25.221219,55.280739
"Water's Edge, Yas Island, Abu Dhabi",24.4813087,54.6198814
"Belgravia 1, Belgravia, JVC District 11, Jumeirah Village Circle (JVC), Dubai",25.0601975,55.2093505
"New Dubai Gate 2, JLT Cluster A, Jumeirah Lake Towers (JLT), Dubai",25.0656246,55.1376021
"Al Qusais Industrial 1, Al Qusais Industrial Area, Al Qusais, Dubai",25.292927,55.3895829
"Al Kawsar Tower, Al Nahda (Sharjah), Sharjah",25.3036193,55.383102
"Al Reem Island, Abu Dhabi",24.4942437,54.4068603
"Al Badia Residences, Dubai Festival City, Dubai",25.2196361,55.3672421
"Horizon Tower, Ajman Downtown, Ajman",25.3943883,55.4546228
"Al Warqaa 1, Al Warqaa, Dubai",25.1874594,55.4056356
"Muwailih Commercial, Sharjah",25.2976148,55.4493826
"Al Dana, Al Raha Beach, Abu Dhabi",24.4438034,54.5779717
"Zenith Tower A1, Zenith Towers, Dubai Sports City, Dubai",25.0391345,55.2176352
"Starz by Danube, Al Furjan, Dubai",25.0318552,55.1403573
"Al Hamidiya 1, Al Hamidiyah, Ajman",25.39372,55.5385871
"Al Shamkha, Abu Dhabi",24.4008926,54.7173891
"Al Hassan Tower, Al Khan, Sharjah",25.3116378,55.378557
"Lamar Residence, Al Raha Beach, Abu Dhabi",24.4459174,54.5854881
"Muwaileh, Sharjah",25.3461555,55.4210932
"Janusia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",24.9960455,55.3799823
"JVC District 15, Jumeirah Village Circle (JVC), Dubai",25.0601975,55.2093505
"Ajwan Towers, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",24.5377129,54.4102781
"Loreto 1A, Loreto A, Loreto, DAMAC Hills, Dubai",25.0160115,55.2544323
"Al Nahda House, Al Nahda (Sharjah), Sharjah",25.2967905,55.366249
"Residences 4B, Expo Village, Dubai South, Dubai",24.9625987,55.143307
"Residences 4A, Expo Village, Dubai South, Dubai",24.9628306,55.1426668
"Mussafah Community, Mohammed Bin Zayed City, Abu Dhabi",24.3307562,54.5355024
"Al Mankhool Building, Al Mankhool, Bur Dubai, Dubai",25.2492738,55.298143
"New Al Taawun Road, Al Taawun, Sharjah",25.3101011,55.3763954
"Al Karama Area, Ajman",25.4052165,55.5136433
"Legacy Small, Legacy, Jumeirah Park, Dubai",25.0471279,55.1555195
"Mira 1, Mira, Reem, Dubai",25.0589782,55.2957196
"The Bridges, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",24.5090571,54.4077678
"Marina Bay, City of Lights, Al Reem Island, Abu Dhabi",24.4969914,54.4027581
"Shabiya 12, Mussafah Community, Mohammed Bin Zayed City, Abu Dhabi",24.3204606,54.5355024
"Gold Souk, Al Ras, Deira, Dubai",25.2700235,55.2981361
"Art 1, Al Raffa, Bur Dubai, Dubai",25.2531295,55.2887271
"Abu Shagara, Sharjah",25.3363068,55.3959492
"Al Majaz, Sharjah",25.3213384,55.3834967
"Ajman Corniche Residence, Corniche Ajman, Ajman",25.3966568,55.4272503
"Tanaro, The Views, Dubai",25.0887602,55.171993
"Jumeirah Village Circle (JVC), Dubai",25.0601975,55.2093505
"West Yas, Yas Island, Abu Dhabi",24.4971664,54.5839793
"Umm Suqeim 1, Umm Suqeim, Dubai",25.1632356,55.2176352
"Golden Wood Views 1, JVT District 4, Jumeirah Village Triangle (JVT), Dubai",25.0436563,55.1930504
"HIDD Al Saadiyat, Saadiyat Island, Abu Dhabi",24.5688636,54.4625467
"Ramlat Zakher, Zakhir, Al Ain",24.114227,55.6917803
"Nadd Al Hamar Building, Nad Al Hamar, Dubai",25.1985334,55.3746194
"Sofitel Dubai The Palm, The Crescent, Palm Jumeirah, Dubai",25.1124317,55.138978
"Marina Bay By DAMAC, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",24.484817,54.404157
"Marina Arcade Tower, Dubai Marina, Dubai",25.0901262,55.1503297
"Creek Vistas Reserve, Sobha Hartland, Dubai",25.1769069,55.3107258
"Amaranta 1, Amaranta, Villanova, Dubailand, Dubai",25.0730019,55.3643698
"Al Taawun, Sharjah",25.3087968,55.3701814
"Jamal Al Ghurair Building, Al Mankhool, Bur Dubai, Dubai",25.2500507,55.2938046
"Elegance House, Barsha Heights (Tecom), Dubai",25.1002292,55.1764277
"Boutique 7 Hotel Apartments, Barsha Heights (Tecom), Dubai",25.0980968,55.1730922
"Euro Residence, Barsha Heights (Tecom), Dubai",25.0932607,55.1750873
"Mangrove Place, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",24.4969953,54.4087658
"The Gate Tower 2, The Gate Tower, Shams Gate District, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",24.4934711,54.408209
"RAK Tower, Marina Square, Al Reem Island, Abu Dhabi",24.4873277,54.3950828
"C4 Tower, City of Lights, Al Reem Island, Abu Dhabi",24.4999171,54.4047072
"Azizi Riviera, Meydan One, Meydan City, Dubai",25.1734161,55.3076972
"Ajman One Tower 7, Ajman One Towers, Al Sawan, Ajman",25.3925714,55.4680405
"Al Salam Towers, Al Khan, Sharjah",25.3341376,55.3937462
"Al Baraha, Deira, Dubai",25.2819897,55.3184964
"Al Shamsi Building, Al Nahda 1, Al Nahda (Dubai), Dubai",25.2920128,55.3689185
"Corniche Road, Abu Dhabi",24.4991661,54.3699819
"Al Nasr Square Building, Oud Metha, Bur Dubai, Dubai",25.2387323,55.3139114
"C6 Tower, City of Lights, Al Reem Island, Abu Dhabi",24.4969914,54.4027581
"Safeer Tower 1, Business Bay, Dubai",25.1771361,55.2710581
"Al Nuaimiya 2, Al Nuaimiya, Ajman",25.384143,55.4503288
"DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai",25.1831647,55.272887
"Al Bateen, Al Ain",24.209462,55.6313172
"Saheel, Arabian Ranches, Dubai",25.0536759,55.2576892
"BLVD Heights Tower 2, BLVD Heights, Downtown Dubai, Dubai",25.1925587,55.2695396
"Arabian Ranches 3, Dubai",25.0693196,55.3224013
"Golden Sands 8, Al Mankhool, Bur Dubai, Dubai",25.2516166,55.295391
"Barashi, Sharjah",25.2978227,55.5876657
"Champions Tower 1, Champions Tower, Dubai Sports City, Dubai",25.0386322,55.2042619
"P-08, France Cluster, International City, Dubai",25.1609303,55.4007923
"Al Naseem Residence B, Al Naseem, Al Bandar, Al Raha Beach, Abu Dhabi",24.4511944,54.5995572
"City Tower, Al Nuaimiya 3, Al Nuaimiya, Ajman",25.3776179,55.4586129
"Al Hamriya Building, Al Hamriya, Bur Dubai, Dubai",25.2609964,55.301595
"Jadaf Western Residence, Al Jaddaf, Dubai",25.2237672,55.3298212
"Al Jaddaf Residence, Al Jaddaf, Dubai",25.2217349,55.3313558
"Al Mamsha, Muwaileh, Sharjah",25.3076868,55.4677336
"JR Residence 5, Al Mowaihat 3, Al Mowaihat, Ajman",25.368824,55.4966312
"Complex 16, Khalifa City, Abu Dhabi",24.4084405,54.5706262
"Shiab Al Ashkhar, Al Ain",24.1533245,55.7194719
"Merano Tower, Business Bay, Dubai",25.1848281,55.2603221
"Shabiya 09, Mussafah Community, Mohammed Bin Zayed City, Abu Dhabi",24.3313168,54.5367332
"Al Shahba, Sharjah",25.3329606,55.4319329
"Makeen Residence Al Warqaa, Al Warqaa 1, Al Warqaa, Dubai",25.1828929,55.4086018
"One Park Avenue, Sobha Hartland, Dubai",25.1784466,55.3086196
"Al Jahili, Al Ain",24.2113627,55.7527535
"Hai Al Murabbaa, Central District, Al Ain",24.2228817,55.7801784
"Skycourts Tower A, Skycourts Towers, Dubai Residence Complex, Dubai",25.0907436,55.3860044
"Al Rawdah, Abu Dhabi",24.4208429,54.4441416
"Al Mowaihat 2, Al Mowaihat, Ajman",25.373711,55.4997868
"Al Nahda 1, Al Nahda (Dubai), Dubai",25.2919567,55.365513
"Al Nuaimiya Towers, Al Nuaimiya, Ajman",25.3882878,55.4595599
"Ajmal Makan, Sharjah Waterfront City, Sharjah",25.4932878,55.5353342
"Modelux Tower 1, International City Phase 2 (Warsan 4), International City, Dubai",25.1479295,55.3924303
"Al Salam Street, Abu Dhabi",24.4550885,54.4032806
"Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",25.0562234,55.2039177
"Duja Tower, Sheikh Zayed Road, Dubai",25.2288653,55.2862823
"Al Rawda 2, Al Rawda, Ajman",25.3915286,55.5108722
"Centrium Tower 1, Centrium Towers, Dubai Production City (IMPZ), Dubai",25.0393043,55.1937226
"Garden Homes Frond D, Garden Homes Palm Jumeirah, Palm Jumeirah, Dubai",25.1270397,55.1366547
"Oxford Residence 2, JVC District 10, Jumeirah Village Circle (JVC), Dubai",25.0661716,55.2083041
"Reflection, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",24.5043484,54.4109627
"One Crescent, The Crescent, Palm Jumeirah, Dubai",25.1398925,55.1428321
"Shabiya 11, Mussafah Community, Mohammed Bin Zayed City, Abu Dhabi",24.3265291,54.5341328
"Beach Vista, Emaar Beachfront, Dubai Harbour, Dubai",25.0981282,55.1397625
"Al Karama Building, Al Karama, Dubai",25.251428,55.3064874
"Silicon Arch, Dubai Silicon Oasis, Dubai",25.1100893,55.3836922
"Falaj Hazzaa, Al Ain",24.1913582,55.7304664
"Tilal Al Ghaf, Dubai",25.0244087,55.2282872
"Arabian Style, Al Reef Villas, Al Reef, Abu Dhabi",24.458519,54.673996
"Al Jazzat, Sharjah",25.364211,55.4277802
"Lake Point Tower, JLT Cluster N, Jumeirah Lake Towers (JLT), Dubai",25.0632348,55.1377308
"Al Jimi, Al Ain",24.2471272,55.7389869
"Burj Sabah, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25.0533358,55.2201904
"Venus 1, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25.0576994,55.218512
"Dubai Creek Residence Tower 2 South, Dubai Creek Residences, Dubai Creek Harbour, Dubai",25.2044458,55.3440477
"Adore, JVC District 11, Jumeirah Village Circle (JVC), Dubai",25.0617417,55.2123317
"Qaryat Al HIDD, HIDD Al Saadiyat, Saadiyat Island, Abu Dhabi",24.5688636,54.4625467
"Manazel Al Reef 2, Al Samha, Abu Dhabi",24.6775657,54.7796231
"Al Bustan, Ajman",25.412463,55.4485458
"Lavender Gardens Suites, Al Sufouh 1, Al Sufouh, Dubai",25.1111239,55.1788105
"Al Mamzar, Dubai",25.316746,55.3363372
"C2, Boulevard Apartments, The Pulse, Residential District, Dubai South, Dubai",24.9457637,55.2235846
"Al Madam, Sharjah",24.9736664,55.7772097
"GGICO Building Muwailih, Muwailih Commercial, Sharjah",25.2875354,55.4536796
"Greece Cluster, International City, Dubai",25.1553941,55.4110743
"Soho Square Residences, Soho Square, Saadiyat Island, Abu Dhabi",24.5211853,54.4379016
"Jumeirah 1, Jumeirah, Dubai",25.2201105,55.2563077
"Complex 14, Khalifa City, Abu Dhabi",24.4237212,54.5682681
"Al Habtoor Tower, Dubai Marina, Dubai",25.0832377,55.1477516
"Jumeirah Park, Dubai",25.0471279,55.1555195
"Marquise Square, Business Bay, Dubai",25.1850643,55.275877
"Dubai Production City (IMPZ), Dubai",25.0317773,55.1900227
"Viridis Residence and Hotel Apartments, DAMAC Hills 2 (Akoya by DAMAC), Dubai",24.9872139,55.3736168
"Al Warqaa New Building, Al Warqaa 1, Al Warqaa, Dubai",25.1959906,55.3986333
"Al Nahda 2 Building, Al Nahda (Sharjah), Sharjah",25.2875768,55.3694034
"Ajman One Tower 12, Ajman One Towers, Al Sawan, Ajman",25.395062,55.4307058
"Ajman Clock Tower, Al Rashidiya, Ajman",25.4052165,55.5136433
"Airport Street, Abu Dhabi",24.4654555,54.3761406
"Orchids Tower Al Nahda, Al Nahda (Sharjah), Sharjah",25.2994551,55.3761904
"Hor Al Anz, Deira, Dubai",25.2769983,55.3337049
"Warsan Village, International City, Dubai",25.1590224,55.3979151
"Anantara Residences - South, Anantara Residences, Palm Jumeirah, Dubai",25.1313252,55.1529958
"Time Oak Hotel & Suites, Barsha Heights (Tecom), Dubai",25.096525,55.172744
"Al Rabia Tower, Majan, Dubai",25.0952665,55.3255928
"Tower 2, Dubai Wharf, Culture Village, Dubai",25.2263115,55.3394668
"Al Majaz 2, Al Majaz, Sharjah",25.3237399,55.3876474
"Al Kubra Tower, Al Nahda (Sharjah), Sharjah",25.345068,55.392469
"Al Jazairi Fawar Building, Al Majaz 2, Al Majaz, Sharjah",25.3224347,55.3905929
"Mediterranean Style, Al Reef Villas, Al Reef, Abu Dhabi",24.458519,54.673996
"May Residence Tower 4, May Residence, JVC District 10, Jumeirah Village Circle (JVC), Dubai",25.0665632,55.2038681
"Hattan 1, Hattan, The Lakes, Dubai",25.077075,55.164834
"Royal Breeze 4, Royal Breeze Apartment, Al Hamra Village, Ras Al Khaimah",25.7021473,55.7848647
"Satwa Road, Al Satwa, Dubai",25.2223771,55.2701412
"Al Jurf 3, Al Jurf, Ajman",25.4337801,55.5370071
"Marina Diamond 5, Marina Diamonds, Dubai Marina, Dubai",25.0811931,55.1462492
"Masaken Al Raffa 01, Al Raffa, Bur Dubai, Dubai",25.2562375,55.2853594
"Sea Face Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",24.5100553,54.410006
"Ajman One Towers, Al Sawan, Ajman",25.395062,55.4307058
"Al Fajer Complex Residence Block A, Al Fajer Complex, Oud Metha, Bur Dubai, Dubai",25.2447038,55.3123619
"Al Jurf 1, Al Jurf, Ajman",25.4316069,55.5328354
"Al Jurf, Ajman",25.404976,55.5142427
"Oasis Residences, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",24.5043484,54.4109627
"Shams Abu Dhabi, Al Reem Island, Abu Dhabi",24.5043484,54.4109627
"Pixel, Makers District, Al Reem Island, Abu Dhabi",24.50391,54.4143066
"Samara, Arabian Ranches 2, Dubai",25.0325653,55.2688017
"Mogul, Discovery Gardens, Dubai",25.0390117,55.1444815
"Abu Hail, Deira, Dubai",25.2858687,55.3281742
"Florence 1, Florence, Tuscan Residence, JVC District 10, Jumeirah Village Circle (JVC), Dubai",25.064781,55.2085824
"Sarab Community, Aljada, Sharjah",25.3184047,55.4742758
"Al Muroor, Abu Dhabi",24.4546546,54.3935906
"Contemporary Style, Al Reef Villas, Al Reef, Abu Dhabi",24.458519,54.673996
"Marina Bay Tower 1, Marina Bay, City of Lights, Al Reem Island, Abu Dhabi",24.4969914,54.4027581
"Al Nahda (Sharjah), Sharjah",25.3019341,55.3738128
"The Address Dubai Marina (Mall Hotel), Dubai Marina, Dubai",25.0771646,55.1405298
"Tower 33, Al Reef Downtown, Al Reef, Abu Dhabi",24.4570255,54.6732983
"Jumeirah Gate Tower 2, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",25.0769441,55.1341346
"Golden Sands 1, Al Mankhool, Bur Dubai, Dubai",25.2535466,55.2947817
"Tala Tower, Marina Square, Al Reem Island, Abu Dhabi",24.4918086,54.3926641
"Eclipse Twin Towers, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",24.5111927,54.4096032
"Mayan, Yas Island, Abu Dhabi",24.4638196,54.5964329
"Platinum Residence 2, Dubai Silicon Oasis, Dubai",25.124352,55.4006557
"Bazza Building, Al Mamzar, Sharjah",25.3067367,55.3646649
"Spring Oasis, Dubai Silicon Oasis, Dubai",25.1169333,55.3898063
"X-02, England Cluster, International City, Dubai",25.1736832,55.4049437
"Etihad Towers, Corniche Road, Abu Dhabi",24.458718,54.321782
"Al Garhoud Complex, Al Garhoud, Dubai",25.2444073,55.3463866
"Ajman Tower, Al Rashidiya 1, Al Rashidiya, Ajman",25.3995521,55.4505229
"Art Garden, Arjan, Dubai",25.2048493,55.2707828
"Aspens, Yas Acres, Yas Island, Abu Dhabi",24.5007021,54.604304
"Park Gate Residence, Al Kifaf, Bur Dubai, Dubai",25.2346972,55.2963797
"Horizon Tower B, Horizon Towers, City of Lights, Al Reem Island, Abu Dhabi",24.4938793,54.403794
"Najma Tower A, Dubai Sports City, Dubai",25.0408204,55.2181073
"Asala Building, Muwailih Commercial, Sharjah",25.3041985,55.4582351
"Sobha Hartland, Dubai",25.1769069,55.3107258
"Al Waha Residence, Al Khan, Sharjah",25.3139639,55.3736203
"Marina Terrace, Dubai Marina, Dubai",25.0844547,55.144413
"Binghatti Stars, Dubai Silicon Oasis, Dubai",25.1122476,55.3759026
"Palace Tower 2, Palace Towers, Dubai Silicon Oasis, Dubai",25.1163974,55.3903735
"Al Jurf Industrial 3, Al Jurf Industrial Area, Al Jurf, Ajman",25.4347517,55.5251783
"Signature Villas Frond L, Signature Villas Palm Jumeirah, Palm Jumeirah, Dubai",25.1162331,55.1227156
"Al Shawamekh, Abu Dhabi",24.3645262,54.660674
"France Cluster, International City, Dubai",25.1609303,55.4007923
"Art 2, Al Raffa, Bur Dubai, Dubai",25.255758,55.2880874
"Majan, Dubai",25.0914674,55.3171139
"Asian house Building, Al Murar, Deira, Dubai",25.2763552,55.3095108
"Oud Metha, Bur Dubai, Dubai",25.239126,55.3129667
"Al Raha Gardens, Abu Dhabi",24.4341517,54.5731756
"Al Rashidiya 2, Al Rashidiya, Ajman",25.3961921,55.4457768
"Amaranta, Villanova, Dubailand, Dubai",25.0693464,55.3533325
"Aws Family Residence, Jebel Ali Industrial Area 1, Jebel Ali Industrial Area, Jebel Ali, Dubai",24.9850671,55.1072868
"Autumn 2 Block A, Autumn, Seasons Community, JVC District 15, Jumeirah Village Circle (JVC), Dubai",25.058565,55.201958
"MAG 565, MAG 5 Boulevard, Dubai South, Dubai",24.9512346,55.2300507
"Valencia Residence, JVC District 14, Jumeirah Village Circle (JVC), Dubai",25.0508863,55.2043663
"Al Ain Tower, Al Khalidiyah, Abu Dhabi",24.4684587,54.3399024
"Al Hudaiba, Dubai",25.2431974,55.2797959
"The Address Residences Dubai Opera, Downtown Dubai, Dubai",25.195617,55.271879
"Jawaher Madinat MBZ, Mohammed Bin Zayed City, Abu Dhabi",24.3265796,54.5309607
"Al Hassani Compound, Al Barsha 1, Al Barsha, Dubai",25.104991,55.1848502
"Zumurud Tower, Dubai Marina, Dubai",25.070202,55.1338328
"Abdul Aziz Mohd Majid, Al Nahda (Sharjah), Sharjah",25.3019341,55.3738128
"Pink Building, Al Barsha 1, Al Barsha, Dubai",25.1103799,55.1954315
"Capital Bay Towers, Business Bay, Dubai",25.1767054,55.2721529
"MAG 560, MAG 5 Boulevard, Dubai South, Dubai",24.9512346,55.2300507
"C15 Building, Al Raha Beach, Abu Dhabi",24.4537561,54.6148778
"The Gardens, Dubai",25.0423411,55.127927
"Tower 26, Al Reef Downtown, Al Reef, Abu Dhabi",24.4570255,54.6732983
"Emirates City, Ajman",25.3979235,55.5787891
"Chorisia II, Al Barari, Dubai",25.1000679,55.3226366
"Al Mamoura, Al Nahyan, Abu Dhabi",24.4633252,54.3880383
"Tower 35, Al Reef Downtown, Al Reef, Abu Dhabi",24.4570255,54.6732983
"Ghobash Building, Al Seer, Ras Al Khaimah",25.7982826,55.9734535
"Zone 35, Mohammed Bin Zayed City, Abu Dhabi",24.3067918,54.5918101
"Azizi Aura, Downtown Jebel Ali, Jebel Ali, Dubai",24.97794,55.0917943
"Musherief, Ajman",25.403667,55.4399263
"Goldcrest Views 2, JLT Cluster J, Jumeirah Lake Towers (JLT), Dubai",25.066708,55.141881
"Belgravia Heights 1, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25.053837,55.2204518
"Heritage, Jumeirah Park, Dubai",25.0471279,55.1555195
"Suburbia Tower 2, Suburbia, Downtown Jebel Ali, Jebel Ali, Dubai",24.980273,55.0924705
"The Residence 5, The Residences, Downtown Dubai, Dubai",25.1925976,55.2733058
"Al Yousuf Towers, JVC District 12, Jumeirah Village Circle (JVC), Dubai",25.0506892,55.2173968
"Al Thayyal 3, Al Thayyal, The Greens, Dubai",25.0908702,55.1736972
"Park View, Saadiyat Island, Abu Dhabi",24.5237944,54.4323962
"Hydra Avenue Towers, City of Lights, Al Reem Island, Abu Dhabi",24.4969914,54.4027581
"Zen Cluster, Discovery Gardens, Dubai",25.0390117,55.1444815
"Mirdif, Dubai",25.2196159,55.4194753
"The Gate Tower 1, The Gate Tower, Shams Gate District, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",24.4940422,54.4073499
"5242 Towers, Dubai Marina, Dubai",25.0866657,55.150092
"Al Hawai Residence, Barsha Heights (Tecom), Dubai",25.0981741,55.1757884
"Al Khalidiyah, Abu Dhabi",24.4653153,54.3522282
"Al Maha Tower, Marina Square, Al Reem Island, Abu Dhabi",24.490914,54.3937406
"Mussafah Gardens, Mussafah, Abu Dhabi",24.3840449,54.5228095
"Mirdif Hills, Mirdif, Dubai",25.2245552,55.4412063
"Sur La Mer, Port De La Mer, La Mer, Jumeirah, Dubai",25.2396355,55.2528013
"Al Zeina Building C, Al Zeina, Al Raha Beach, Abu Dhabi",24.4563821,54.6129226
"Faya at Bloom Gardens, Bloom Gardens, Al Salam Street, Abu Dhabi",24.4327702,54.4615832
"Al Suyoh, Sharjah",25.2433021,55.6004172
"Manazel Al Safa, Business Bay, Dubai",25.1938417,55.2636903
"Neima, Al Ain",24.1125278,55.7039851
"Jumeirah Beach Residence (JBR), Dubai",25.0769441,55.1341346
"Zone 13, Mohammed Bin Zayed City, Abu Dhabi",24.3307273,54.5340203
"Al Karamah, Abu Dhabi",24.456213,54.3750543
"Amber, Tiara Residences, Palm Jumeirah, Dubai",25.1159397,55.1407374
"The Diamond, Dubai Sports City, Dubai",25.0411427,55.2043623
"Regent House 1, Regent House, Uptown Motor City, Motor City, Dubai",25.0459755,55.2483604
"Dream Tower 1, Dream Towers, Dubai Marina, Dubai",25.0704251,55.1359445
"Garden Homes Frond N, Garden Homes Palm Jumeirah, Palm Jumeirah, Dubai",25.1124961,55.1274566
"Dubai Creek Residence Tower 3 South, Dubai Creek Residences, Dubai Creek Harbour, Dubai",25.1945448,55.3641298
"Park Place Tower, Sheikh Zayed Road, Dubai",25.2239394,55.2827471
"DEC Tower 1, DEC Towers, Dubai Marina, Dubai",25.0682879,55.1296944
"Dubai Marina, Dubai",25.0805422,55.1403426
"Naif, Deira, Dubai",25.2727524,55.3129667
"Al Marasy, Al Bateen, Abu Dhabi",24.4519326,54.3337498
"Al Khair 5, Jumeirah Garden City, Al Satwa, Dubai",25.2216124,55.2778172
"Zone 20, Mohammed Bin Zayed City, Abu Dhabi",24.3267871,54.5352109
"Elite Sports Residence 9, Elite Sports Residence, Dubai Sports City, Dubai",25.0344299,55.2227273
